Drug,Phenotype,Ranked Targets,Common Targets,Overall Percentage,New_DrugBank Total Targets,ChEMBL Total Targets,STITCH Total Targets,TTD Total Targets,New_DrugBank Identified Targets,ChEMBL Identified Targets,STITCH Identified Targets,TTD Identified Targets,New_DrugBank Percentage,ChEMBL Percentage,STITCH Percentage,TTD Percentage
tretinoin,phen_sig_tp_noFP_Dis_hypertension,5,1,20.0,29.0,3.0,,1.0,1.0,0.0,,0.0,3.45,0.0,,0.0
tretinoin,phen_sig_tp_noFP_Sig_hypertension,19,3,15.79,29.0,3.0,,1.0,3.0,0.0,,0.0,10.34,0.0,,0.0
tretinoin,pancreatitis,10,2,20.0,29.0,3.0,,1.0,2.0,0.0,,0.0,6.9,0.0,,0.0
tretinoin,acute pancreatitis,17,4,23.53,29.0,3.0,,1.0,4.0,0.0,,0.0,13.79,0.0,,0.0
tretinoin,pancreatitis idiopathic,10,2,20.0,29.0,3.0,,1.0,2.0,0.0,,0.0,6.9,0.0,,0.0
tretinoin,adenocarcinoma of pancreas,3,1,33.33,29.0,3.0,,1.0,1.0,0.0,,0.0,3.45,0.0,,0.0
tretinoin,phen_tp_pancreatitis,4,0,0.0,29.0,3.0,,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0
tretinoin,phen_sig_tp_noFP_Dis_pancreatitis,4,0,0.0,29.0,3.0,,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0
tretinoin,phen_sig_tp_noFP_Sig_pancreatitis,17,3,17.65,29.0,3.0,,1.0,3.0,0.0,,0.0,10.34,0.0,,0.0
tretinoin,thrombocytopenia 5,8,2,25.0,29.0,3.0,,1.0,2.0,0.0,,0.0,6.9,0.0,,0.0
tretinoin,thrombocytopenia 6,17,2,11.76,29.0,3.0,,1.0,2.0,0.0,,0.0,6.9,0.0,,0.0
tretinoin,macrothrombocytopenia,5,2,40.0,29.0,3.0,,1.0,2.0,0.0,,0.0,6.9,0.0,,0.0
tretinoin,idiopathic thrombocytopenia,15,3,20.0,29.0,3.0,,1.0,3.0,0.0,,0.0,10.34,0.0,,0.0
tretinoin,thrombocytopenia due to platelet alloimmunization,15,1,6.67,29.0,3.0,,1.0,1.0,0.0,,0.0,3.45,0.0,,0.0
tretinoin,phen_tp_thrombocytopenia,12,0,0.0,29.0,3.0,,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0
tretinoin,phen_sig_tp_noFP_Sig_thrombocytopenia,14,3,21.43,29.0,3.0,,1.0,3.0,0.0,,0.0,10.34,0.0,,0.0
tretinoin,myocardial infarction,5,2,40.0,29.0,3.0,,1.0,2.0,0.0,,0.0,6.9,0.0,,0.0
tretinoin,old myocardial infarction,15,4,26.67,29.0,3.0,,1.0,4.0,0.0,,0.0,13.79,0.0,,0.0
tretinoin,acute myocardial infarction,6,2,33.33,29.0,3.0,,1.0,2.0,0.0,,0.0,6.9,0.0,,0.0
tretinoin,phen_sig_tp_noFP_Sig_myocardial infarction,17,4,23.53,29.0,3.0,,1.0,4.0,0.0,,0.0,13.79,0.0,,0.0
flurazepam,hypertension,8,1,12.5,4.0,16.0,,1.0,1.0,0.0,,0.0,25.0,0.0,,0.0
flurazepam,prehypertension,17,0,0.0,4.0,16.0,,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0
flurazepam,hypertensive disease,15,0,0.0,4.0,16.0,,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0
flurazepam,genetic hypertension,8,0,0.0,4.0,16.0,,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0
flurazepam,pulmonary hypertension,22,1,4.55,4.0,16.0,,1.0,1.0,0.0,,0.0,25.0,0.0,,0.0
flurazepam,essential hypertension,7,1,14.29,4.0,16.0,,1.0,1.0,0.0,,0.0,25.0,0.0,,0.0
flurazepam,"hypertension, renovascular",14,0,0.0,4.0,16.0,,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0
flurazepam,idiopathic pulmonary hypertension,11,0,0.0,4.0,16.0,,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0
flurazepam,renal hypertension,3,0,0.0,4.0,16.0,,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0
flurazepam,ocular hypertension,19,2,10.53,4.0,16.0,,1.0,2.0,0.0,,0.0,50.0,0.0,,0.0
flurazepam,"hypertension, portal",0,0,0.0,4.0,16.0,,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0
flurazepam,phen_tp_hypertension,6,1,16.67,4.0,16.0,,1.0,1.0,0.0,,0.0,25.0,0.0,,0.0
flurazepam,phen_sig_tp_noFP_Dis_hypertension,5,1,20.0,4.0,16.0,,1.0,1.0,0.0,,0.0,25.0,0.0,,0.0
flurazepam,phen_sig_tp_noFP_Sig_hypertension,19,0,0.0,4.0,16.0,,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0
flurazepam,pancreatitis,10,1,10.0,4.0,16.0,,1.0,1.0,0.0,,0.0,25.0,0.0,,0.0
flurazepam,acute pancreatitis,17,0,0.0,4.0,16.0,,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0
flurazepam,pancreatitis idiopathic,10,1,10.0,4.0,16.0,,1.0,1.0,0.0,,0.0,25.0,0.0,,0.0
flurazepam,adenocarcinoma of pancreas,3,0,0.0,4.0,16.0,,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0
flurazepam,phen_tp_pancreatitis,4,1,25.0,4.0,16.0,,1.0,1.0,0.0,,0.0,25.0,0.0,,0.0
flurazepam,phen_sig_tp_noFP_Dis_pancreatitis,4,1,25.0,4.0,16.0,,1.0,1.0,0.0,,0.0,25.0,0.0,,0.0
flurazepam,phen_sig_tp_noFP_Sig_pancreatitis,17,0,0.0,4.0,16.0,,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0
flurazepam,thrombocytopenia 5,8,0,0.0,4.0,16.0,,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0
flurazepam,thrombocytopenia 6,17,0,0.0,4.0,16.0,,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0
flurazepam,macrothrombocytopenia,5,1,20.0,4.0,16.0,,1.0,1.0,0.0,,0.0,25.0,0.0,,0.0
flurazepam,idiopathic thrombocytopenia,15,2,13.33,4.0,16.0,,1.0,2.0,0.0,,0.0,50.0,0.0,,0.0
flurazepam,thrombocytopenia due to platelet alloimmunization,15,0,0.0,4.0,16.0,,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0
flurazepam,phen_tp_thrombocytopenia,12,1,8.33,4.0,16.0,,1.0,1.0,0.0,,0.0,25.0,0.0,,0.0
flurazepam,phen_sig_tp_noFP_Sig_thrombocytopenia,14,1,7.14,4.0,16.0,,1.0,1.0,0.0,,0.0,25.0,0.0,,0.0
flurazepam,myocardial infarction,5,0,0.0,4.0,16.0,,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0
flurazepam,old myocardial infarction,15,2,13.33,4.0,16.0,,1.0,2.0,0.0,,0.0,50.0,0.0,,0.0
flurazepam,acute myocardial infarction,6,0,0.0,4.0,16.0,,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0
flurazepam,phen_sig_tp_noFP_Sig_myocardial infarction,17,0,0.0,4.0,16.0,,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0
quinupristin,hypertension,8,1,12.5,1.0,,,1.0,1.0,,,0.0,100.0,,,0.0
quinupristin,prehypertension,17,0,0.0,1.0,,,1.0,0.0,,,0.0,0.0,,,0.0
quinupristin,hypertensive disease,15,0,0.0,1.0,,,1.0,0.0,,,0.0,0.0,,,0.0
quinupristin,genetic hypertension,8,0,0.0,1.0,,,1.0,0.0,,,0.0,0.0,,,0.0
quinupristin,pulmonary hypertension,22,0,0.0,1.0,,,1.0,0.0,,,0.0,0.0,,,0.0
quinupristin,essential hypertension,7,1,14.29,1.0,,,1.0,1.0,,,0.0,100.0,,,0.0
quinupristin,"hypertension, renovascular",14,0,0.0,1.0,,,1.0,0.0,,,0.0,0.0,,,0.0
quinupristin,idiopathic pulmonary hypertension,11,0,0.0,1.0,,,1.0,0.0,,,0.0,0.0,,,0.0
quinupristin,renal hypertension,3,0,0.0,1.0,,,1.0,0.0,,,0.0,0.0,,,0.0
quinupristin,ocular hypertension,19,1,5.26,1.0,,,1.0,1.0,,,0.0,100.0,,,0.0
quinupristin,"hypertension, portal",0,0,0.0,1.0,,,1.0,0.0,,,0.0,0.0,,,0.0
quinupristin,phen_tp_hypertension,6,1,16.67,1.0,,,1.0,1.0,,,0.0,100.0,,,0.0
quinupristin,phen_sig_tp_noFP_Dis_hypertension,5,1,20.0,1.0,,,1.0,1.0,,,0.0,100.0,,,0.0
quinupristin,phen_sig_tp_noFP_Sig_hypertension,19,0,0.0,1.0,,,1.0,0.0,,,0.0,0.0,,,0.0
quinupristin,pancreatitis,10,0,0.0,1.0,,,1.0,0.0,,,0.0,0.0,,,0.0
quinupristin,acute pancreatitis,17,0,0.0,1.0,,,1.0,0.0,,,0.0,0.0,,,0.0
quinupristin,pancreatitis idiopathic,10,0,0.0,1.0,,,1.0,0.0,,,0.0,0.0,,,0.0
quinupristin,adenocarcinoma of pancreas,3,0,0.0,1.0,,,1.0,0.0,,,0.0,0.0,,,0.0
quinupristin,phen_tp_pancreatitis,4,0,0.0,1.0,,,1.0,0.0,,,0.0,0.0,,,0.0
quinupristin,phen_sig_tp_noFP_Dis_pancreatitis,4,0,0.0,1.0,,,1.0,0.0,,,0.0,0.0,,,0.0
quinupristin,phen_sig_tp_noFP_Sig_pancreatitis,17,0,0.0,1.0,,,1.0,0.0,,,0.0,0.0,,,0.0
quinupristin,thrombocytopenia 5,8,0,0.0,1.0,,,1.0,0.0,,,0.0,0.0,,,0.0
quinupristin,thrombocytopenia 6,17,0,0.0,1.0,,,1.0,0.0,,,0.0,0.0,,,0.0
quinupristin,macrothrombocytopenia,5,0,0.0,1.0,,,1.0,0.0,,,0.0,0.0,,,0.0
quinupristin,idiopathic thrombocytopenia,15,1,6.67,1.0,,,1.0,1.0,,,0.0,100.0,,,0.0
quinupristin,thrombocytopenia due to platelet alloimmunization,15,0,0.0,1.0,,,1.0,0.0,,,0.0,0.0,,,0.0
quinupristin,phen_tp_thrombocytopenia,12,0,0.0,1.0,,,1.0,0.0,,,0.0,0.0,,,0.0
quinupristin,phen_sig_tp_noFP_Sig_thrombocytopenia,14,1,7.14,1.0,,,1.0,1.0,,,0.0,100.0,,,0.0
quinupristin,myocardial infarction,5,0,0.0,1.0,,,1.0,0.0,,,0.0,0.0,,,0.0
quinupristin,old myocardial infarction,15,1,6.67,1.0,,,1.0,1.0,,,0.0,100.0,,,0.0
quinupristin,acute myocardial infarction,6,0,0.0,1.0,,,1.0,0.0,,,0.0,0.0,,,0.0
quinupristin,phen_sig_tp_noFP_Sig_myocardial infarction,17,0,0.0,1.0,,,1.0,0.0,,,0.0,0.0,,,0.0
primidone,hypertension,8,1,12.5,15.0,26.0,,1.0,1.0,0.0,,0.0,6.67,0.0,,0.0
primidone,prehypertension,17,1,5.88,15.0,26.0,,1.0,1.0,0.0,,0.0,6.67,0.0,,0.0
primidone,hypertensive disease,15,1,6.67,15.0,26.0,,1.0,1.0,0.0,,0.0,6.67,0.0,,0.0
primidone,genetic hypertension,8,0,0.0,15.0,26.0,,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0
primidone,pulmonary hypertension,22,2,9.09,15.0,26.0,,1.0,2.0,0.0,,0.0,13.33,0.0,,0.0
primidone,essential hypertension,7,2,28.57,15.0,26.0,,1.0,2.0,0.0,,0.0,13.33,0.0,,0.0
primidone,"hypertension, renovascular",14,0,0.0,15.0,26.0,,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0
primidone,idiopathic pulmonary hypertension,11,0,0.0,15.0,26.0,,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0
primidone,renal hypertension,3,1,33.33,15.0,26.0,,1.0,1.0,0.0,,0.0,6.67,0.0,,0.0
primidone,ocular hypertension,19,1,5.26,15.0,26.0,,1.0,1.0,0.0,,0.0,6.67,0.0,,0.0
primidone,"hypertension, portal",0,0,0.0,15.0,26.0,,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0
primidone,phen_tp_hypertension,6,2,33.33,15.0,26.0,,1.0,2.0,0.0,,0.0,13.33,0.0,,0.0
primidone,phen_sig_tp_noFP_Dis_hypertension,5,2,40.0,15.0,26.0,,1.0,2.0,0.0,,0.0,13.33,0.0,,0.0
primidone,phen_sig_tp_noFP_Sig_hypertension,19,2,10.53,15.0,26.0,,1.0,2.0,0.0,,0.0,13.33,0.0,,0.0
primidone,pancreatitis,10,0,0.0,15.0,26.0,,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0
primidone,acute pancreatitis,17,2,11.76,15.0,26.0,,1.0,2.0,0.0,,0.0,13.33,0.0,,0.0
primidone,pancreatitis idiopathic,10,1,10.0,15.0,26.0,,1.0,1.0,0.0,,0.0,6.67,0.0,,0.0
primidone,adenocarcinoma of pancreas,3,1,33.33,15.0,26.0,,1.0,1.0,0.0,,0.0,6.67,0.0,,0.0
primidone,phen_tp_pancreatitis,4,1,25.0,15.0,26.0,,1.0,1.0,0.0,,0.0,6.67,0.0,,0.0
primidone,phen_sig_tp_noFP_Dis_pancreatitis,4,1,25.0,15.0,26.0,,1.0,1.0,0.0,,0.0,6.67,0.0,,0.0
primidone,phen_sig_tp_noFP_Sig_pancreatitis,17,0,0.0,15.0,26.0,,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0
primidone,thrombocytopenia 5,8,3,37.5,15.0,26.0,,1.0,3.0,0.0,,0.0,20.0,0.0,,0.0
primidone,thrombocytopenia 6,17,1,5.88,15.0,26.0,,1.0,1.0,0.0,,0.0,6.67,0.0,,0.0
primidone,macrothrombocytopenia,5,2,40.0,15.0,26.0,,1.0,2.0,0.0,,0.0,13.33,0.0,,0.0
primidone,idiopathic thrombocytopenia,15,1,6.67,15.0,26.0,,1.0,1.0,0.0,,0.0,6.67,0.0,,0.0
primidone,thrombocytopenia due to platelet alloimmunization,15,1,6.67,15.0,26.0,,1.0,1.0,0.0,,0.0,6.67,0.0,,0.0
primidone,phen_tp_thrombocytopenia,12,1,8.33,15.0,26.0,,1.0,1.0,0.0,,0.0,6.67,0.0,,0.0
primidone,phen_sig_tp_noFP_Sig_thrombocytopenia,14,2,14.29,15.0,26.0,,1.0,2.0,0.0,,0.0,13.33,0.0,,0.0
primidone,myocardial infarction,5,1,20.0,15.0,26.0,,1.0,1.0,0.0,,0.0,6.67,0.0,,0.0
primidone,old myocardial infarction,15,1,6.67,15.0,26.0,,1.0,1.0,0.0,,0.0,6.67,0.0,,0.0
primidone,acute myocardial infarction,6,1,16.67,15.0,26.0,,1.0,1.0,0.0,,0.0,6.67,0.0,,0.0
primidone,phen_sig_tp_noFP_Sig_myocardial infarction,17,1,5.88,15.0,26.0,,1.0,1.0,0.0,,0.0,6.67,0.0,,0.0
diltiazem,hypertension,8,1,12.5,11.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,9.09,0.0,0.0,0.0
diltiazem,prehypertension,17,5,29.41,11.0,4.0,2.0,1.0,4.0,0.0,0.0,0.0,36.36,0.0,0.0,0.0
diltiazem,hypertensive disease,15,4,26.67,11.0,4.0,2.0,1.0,3.0,0.0,0.0,0.0,27.27,0.0,0.0,0.0
diltiazem,genetic hypertension,8,2,25.0,11.0,4.0,2.0,1.0,2.0,0.0,0.0,0.0,18.18,0.0,0.0,0.0
diltiazem,pulmonary hypertension,22,5,22.73,11.0,4.0,2.0,1.0,3.0,0.0,0.0,0.0,27.27,0.0,0.0,0.0
diltiazem,essential hypertension,7,5,71.43,11.0,4.0,2.0,1.0,4.0,0.0,0.0,0.0,36.36,0.0,0.0,0.0
diltiazem,"hypertension, renovascular",14,3,21.43,11.0,4.0,2.0,1.0,3.0,0.0,0.0,0.0,27.27,0.0,0.0,0.0
diltiazem,idiopathic pulmonary hypertension,11,3,27.27,11.0,4.0,2.0,1.0,2.0,0.0,0.0,0.0,18.18,0.0,0.0,0.0
diltiazem,renal hypertension,3,2,66.67,11.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,9.09,0.0,0.0,0.0
diltiazem,ocular hypertension,19,7,36.84,11.0,4.0,2.0,1.0,6.0,0.0,0.0,0.0,54.55,0.0,0.0,0.0
diltiazem,"hypertension, portal",0,0,0.0,11.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
diltiazem,phen_tp_hypertension,6,4,66.67,11.0,4.0,2.0,1.0,3.0,0.0,0.0,0.0,27.27,0.0,0.0,0.0
diltiazem,phen_sig_tp_noFP_Dis_hypertension,5,3,60.0,11.0,4.0,2.0,1.0,2.0,0.0,0.0,0.0,18.18,0.0,0.0,0.0
diltiazem,phen_sig_tp_noFP_Sig_hypertension,19,6,31.58,11.0,4.0,2.0,1.0,5.0,0.0,0.0,0.0,45.45,0.0,0.0,0.0
diltiazem,pancreatitis,10,3,30.0,11.0,4.0,2.0,1.0,3.0,0.0,0.0,0.0,27.27,0.0,0.0,0.0
diltiazem,acute pancreatitis,17,7,41.18,11.0,4.0,2.0,1.0,5.0,0.0,0.0,0.0,45.45,0.0,0.0,0.0
diltiazem,pancreatitis idiopathic,10,3,30.0,11.0,4.0,2.0,1.0,2.0,0.0,0.0,0.0,18.18,0.0,0.0,0.0
diltiazem,adenocarcinoma of pancreas,3,2,66.67,11.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,9.09,0.0,0.0,0.0
diltiazem,phen_tp_pancreatitis,4,2,50.0,11.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,9.09,0.0,0.0,0.0
diltiazem,phen_sig_tp_noFP_Dis_pancreatitis,4,2,50.0,11.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,9.09,0.0,0.0,0.0
diltiazem,phen_sig_tp_noFP_Sig_pancreatitis,17,5,29.41,11.0,4.0,2.0,1.0,4.0,0.0,0.0,0.0,36.36,0.0,0.0,0.0
diltiazem,thrombocytopenia 5,8,4,50.0,11.0,4.0,2.0,1.0,2.0,0.0,0.0,0.0,18.18,0.0,0.0,0.0
diltiazem,thrombocytopenia 6,17,4,23.53,11.0,4.0,2.0,1.0,3.0,0.0,0.0,0.0,27.27,0.0,0.0,0.0
diltiazem,macrothrombocytopenia,5,2,40.0,11.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,9.09,0.0,0.0,0.0
diltiazem,idiopathic thrombocytopenia,15,5,33.33,11.0,4.0,2.0,1.0,5.0,0.0,0.0,0.0,45.45,0.0,0.0,0.0
diltiazem,thrombocytopenia due to platelet alloimmunization,15,3,20.0,11.0,4.0,2.0,1.0,2.0,0.0,0.0,0.0,18.18,0.0,0.0,0.0
diltiazem,phen_tp_thrombocytopenia,12,4,33.33,11.0,4.0,2.0,1.0,3.0,0.0,0.0,0.0,27.27,0.0,0.0,0.0
diltiazem,phen_sig_tp_noFP_Sig_thrombocytopenia,14,5,35.71,11.0,4.0,2.0,1.0,4.0,0.0,0.0,0.0,36.36,0.0,0.0,0.0
diltiazem,myocardial infarction,5,3,60.0,11.0,4.0,2.0,1.0,2.0,0.0,0.0,0.0,18.18,0.0,0.0,0.0
diltiazem,old myocardial infarction,15,7,46.67,11.0,4.0,2.0,1.0,6.0,0.0,0.0,0.0,54.55,0.0,0.0,0.0
diltiazem,acute myocardial infarction,6,2,33.33,11.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,9.09,0.0,0.0,0.0
diltiazem,phen_sig_tp_noFP_Sig_myocardial infarction,17,7,41.18,11.0,4.0,2.0,1.0,6.0,0.0,0.0,0.0,54.55,0.0,0.0,0.0
betaxolol,hypertension,8,0,0.0,4.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
betaxolol,prehypertension,17,2,11.76,4.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0
betaxolol,hypertensive disease,15,2,13.33,4.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0
betaxolol,genetic hypertension,8,0,0.0,4.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
betaxolol,pulmonary hypertension,22,1,4.55,4.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0
betaxolol,essential hypertension,7,0,0.0,4.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
betaxolol,"hypertension, renovascular",14,1,7.14,4.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0
betaxolol,idiopathic pulmonary hypertension,11,1,9.09,4.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0
betaxolol,renal hypertension,3,1,33.33,4.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0
betaxolol,ocular hypertension,19,1,5.26,4.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0
betaxolol,"hypertension, portal",0,0,0.0,4.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
betaxolol,phen_tp_hypertension,6,1,16.67,4.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0
betaxolol,phen_sig_tp_noFP_Dis_hypertension,5,0,0.0,4.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
betaxolol,phen_sig_tp_noFP_Sig_hypertension,19,2,10.53,4.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0
betaxolol,pancreatitis,10,0,0.0,4.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
betaxolol,acute pancreatitis,17,0,0.0,4.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
betaxolol,pancreatitis idiopathic,10,1,10.0,4.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0
betaxolol,adenocarcinoma of pancreas,3,1,33.33,4.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0
betaxolol,phen_tp_pancreatitis,4,1,25.0,4.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0
betaxolol,phen_sig_tp_noFP_Dis_pancreatitis,4,1,25.0,4.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0
betaxolol,phen_sig_tp_noFP_Sig_pancreatitis,17,1,5.88,4.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0
betaxolol,thrombocytopenia 5,8,1,12.5,4.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0
betaxolol,thrombocytopenia 6,17,2,11.76,4.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0
betaxolol,macrothrombocytopenia,5,0,0.0,4.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
betaxolol,idiopathic thrombocytopenia,15,0,0.0,4.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
betaxolol,thrombocytopenia due to platelet alloimmunization,15,1,6.67,4.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0
betaxolol,phen_tp_thrombocytopenia,12,1,8.33,4.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0
betaxolol,phen_sig_tp_noFP_Sig_thrombocytopenia,14,0,0.0,4.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
betaxolol,myocardial infarction,5,0,0.0,4.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
betaxolol,old myocardial infarction,15,1,6.67,4.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0
betaxolol,acute myocardial infarction,6,0,0.0,4.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
betaxolol,phen_sig_tp_noFP_Sig_myocardial infarction,17,1,5.88,4.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0
isosorbide dinitrate,hypertension,8,0,0.0,2.0,4.0,,,0.0,0.0,,,0.0,0.0,,
isosorbide dinitrate,prehypertension,17,0,0.0,2.0,4.0,,,0.0,0.0,,,0.0,0.0,,
isosorbide dinitrate,hypertensive disease,15,0,0.0,2.0,4.0,,,0.0,0.0,,,0.0,0.0,,
isosorbide dinitrate,genetic hypertension,8,0,0.0,2.0,4.0,,,0.0,0.0,,,0.0,0.0,,
isosorbide dinitrate,pulmonary hypertension,22,0,0.0,2.0,4.0,,,0.0,0.0,,,0.0,0.0,,
isosorbide dinitrate,essential hypertension,7,0,0.0,2.0,4.0,,,0.0,0.0,,,0.0,0.0,,
isosorbide dinitrate,"hypertension, renovascular",14,0,0.0,2.0,4.0,,,0.0,0.0,,,0.0,0.0,,
isosorbide dinitrate,idiopathic pulmonary hypertension,11,0,0.0,2.0,4.0,,,0.0,0.0,,,0.0,0.0,,
isosorbide dinitrate,renal hypertension,3,0,0.0,2.0,4.0,,,0.0,0.0,,,0.0,0.0,,
isosorbide dinitrate,ocular hypertension,19,0,0.0,2.0,4.0,,,0.0,0.0,,,0.0,0.0,,
isosorbide dinitrate,"hypertension, portal",0,0,0.0,2.0,4.0,,,0.0,0.0,,,0.0,0.0,,
isosorbide dinitrate,phen_tp_hypertension,6,0,0.0,2.0,4.0,,,0.0,0.0,,,0.0,0.0,,
isosorbide dinitrate,phen_sig_tp_noFP_Dis_hypertension,5,0,0.0,2.0,4.0,,,0.0,0.0,,,0.0,0.0,,
isosorbide dinitrate,phen_sig_tp_noFP_Sig_hypertension,19,0,0.0,2.0,4.0,,,0.0,0.0,,,0.0,0.0,,
isosorbide dinitrate,pancreatitis,10,0,0.0,2.0,4.0,,,0.0,0.0,,,0.0,0.0,,
isosorbide dinitrate,acute pancreatitis,17,0,0.0,2.0,4.0,,,0.0,0.0,,,0.0,0.0,,
isosorbide dinitrate,pancreatitis idiopathic,10,0,0.0,2.0,4.0,,,0.0,0.0,,,0.0,0.0,,
isosorbide dinitrate,adenocarcinoma of pancreas,3,0,0.0,2.0,4.0,,,0.0,0.0,,,0.0,0.0,,
isosorbide dinitrate,phen_tp_pancreatitis,4,0,0.0,2.0,4.0,,,0.0,0.0,,,0.0,0.0,,
isosorbide dinitrate,phen_sig_tp_noFP_Dis_pancreatitis,4,0,0.0,2.0,4.0,,,0.0,0.0,,,0.0,0.0,,
isosorbide dinitrate,phen_sig_tp_noFP_Sig_pancreatitis,17,0,0.0,2.0,4.0,,,0.0,0.0,,,0.0,0.0,,
isosorbide dinitrate,thrombocytopenia 5,8,0,0.0,2.0,4.0,,,0.0,0.0,,,0.0,0.0,,
isosorbide dinitrate,thrombocytopenia 6,17,0,0.0,2.0,4.0,,,0.0,0.0,,,0.0,0.0,,
isosorbide dinitrate,macrothrombocytopenia,5,0,0.0,2.0,4.0,,,0.0,0.0,,,0.0,0.0,,
isosorbide dinitrate,idiopathic thrombocytopenia,15,0,0.0,2.0,4.0,,,0.0,0.0,,,0.0,0.0,,
isosorbide dinitrate,thrombocytopenia due to platelet alloimmunization,15,0,0.0,2.0,4.0,,,0.0,0.0,,,0.0,0.0,,
isosorbide dinitrate,phen_tp_thrombocytopenia,12,0,0.0,2.0,4.0,,,0.0,0.0,,,0.0,0.0,,
